,SeriousDlqin2yrs,RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents,income_missing,dependents_missing,has_delinquency_data_error,estimated_monthly_debt_payment,disposable_income_estimate,total_past_delinquencies
235,0,0.787522133,52,0,0.353860086,4416.0,12,0,0,0,1.0,0,0,0,1562.6461397760002,2853.3538602239996,0
236,0,0.0,66,0,5.0,5400.0,8,0,1,0,0.0,1,0,0,27000.0,-21600.0,0
237,0,0.125429152,55,0,0.476704659,5000.0,3,0,2,0,0.0,0,0,0,2383.523295,2616.476705,0
238,0,0.06037487,42,0,0.578676723,5833.0,17,0,2,0,2.0,0,0,0,3375.421325259,2457.578674741,0
239,0,0.9999999,28,0,0.0,5400.0,0,0,0,0,0.0,1,1,0,0.0,5400.0,0
240,0,0.295928252,47,0,0.283765445,14000.0,6,0,2,0,1.0,0,0,0,3972.71623,10027.28377,0
241,1,0.973339258,61,1,0.209961825,5500.0,11,0,0,1,1.0,0,0,0,1154.7900375,4345.2099625,2
242,0,0.002856735,73,0,0.000285687,10500.0,10,0,0,0,0.0,0,0,0,2.9997135000000004,10497.0002865,0
243,0,0.877564897,58,0,5.0,5400.0,10,0,2,0,0.0,1,0,0,27000.0,-21600.0,0
244,0,0.9999999,68,0,0.040493251,6000.0,0,0,0,0,0.0,0,0,0,242.959506,5757.040494,0
245,0,0.053431552,41,0,0.20364404,9000.0,3,0,1,0,0.0,0,0,0,1832.79636,7167.20364,0
246,0,0.732660667,44,2,0.14041952,9200.0,15,0,1,0,0.0,0,0,0,1291.859584,7908.140416,2
247,0,0.084220458,42,0,0.458551158,6694.0,26,0,2,0,4.0,0,0,0,3069.541451652,3624.458548348,0
248,0,0.114561798,40,0,0.359964004,10000.0,20,0,2,0,2.0,0,0,0,3599.64004,6400.35996,0
249,0,0.012151003,78,0,0.008886914,4500.0,12,0,0,0,0.0,0,0,0,39.991113,4460.008887,0
250,0,0.081310737,81,0,0.165566887,3333.0,4,0,0,0,0.0,0,0,0,551.834434371,2781.165565629,0
251,0,0.09811305,49,0,0.257017809,6625.0,9,0,2,0,0.0,0,0,0,1702.742984625,4922.257015375,0
252,1,1.048210842,58,7,0.151956584,3500.0,12,0,0,0,0.0,0,0,0,531.8480440000001,2968.1519559999997,7
253,0,0.011883886,54,0,0.092913547,9750.0,8,0,1,0,2.0,0,0,0,905.90708325,8844.09291675,0
254,0,0.75264947,33,1,0.058322869,7166.0,6,0,0,0,0.0,0,0,0,417.941679254,6748.058320746,1
255,0,0.112321289,53,0,0.266909775,8500.0,9,0,1,0,5.0,0,0,0,2268.7330875000002,6231.266912499999,0
256,0,0.0,23,0,0.0,1725.0,1,0,0,0,0.0,0,0,0,0.0,1725.0,0
257,0,0.634327056,49,1,0.123125125,15000.0,7,0,0,0,1.0,0,0,0,1846.876875,13153.123125,1
258,0,0.15576324,44,0,0.278077082,4825.0,4,0,1,0,2.0,0,0,0,1341.72192065,3483.27807935,0
259,0,0.0,63,0,0.007988922,9387.0,9,0,0,0,0.0,0,0,0,74.99201081400001,9312.007989186,0
260,0,0.090614887,42,0,5.0,5400.0,5,0,0,0,0.0,1,0,0,27000.0,-21600.0,0
261,0,0.034645112,65,0,0.125189985,12500.0,4,0,1,0,1.0,0,0,0,1564.8748125,10935.1251875,0
262,0,0.027446383,54,0,5.0,5400.0,6,0,1,0,0.0,1,0,0,27000.0,-21600.0,0
263,0,0.412398622,28,0,0.037259615,4991.0,5,0,0,0,0.0,0,0,0,185.962738465,4805.037261535,0
264,0,0.024670782,78,0,5.0,5400.0,6,0,1,0,0.0,1,1,0,27000.0,-21600.0,0
265,0,0.046710961,66,0,1.117952819,2500.0,12,0,1,0,0.0,0,0,0,2794.8820475,-294.8820475000002,0
266,0,0.976531824,32,0,0.264078812,6800.0,6,0,0,0,2.0,0,0,0,1795.7359216,5004.2640784,0
267,0,0.007982621,43,1,0.009691169,208333.0,11,0,1,0,1.0,0,0,0,2018.9903112769998,206314.009688723,1
268,0,0.267541336,59,0,0.637607437,5700.0,13,0,2,0,1.0,0,0,0,3634.3623909,2065.6376091,0
269,0,0.019779326,76,0,0.267149259,2900.0,9,0,0,0,0.0,0,0,0,774.7328511,2125.2671489,0
270,0,0.010402205,68,0,0.094140517,3600.0,6,0,1,0,0.0,0,0,0,338.9058612,3261.0941388,0
271,0,0.9999999,61,0,0.529548989,1285.0,3,0,1,0,0.0,0,0,0,680.4704508650001,604.5295491349999,0
272,0,0.029816467,68,0,0.175139978,4464.0,12,0,1,0,1.0,0,0,0,781.824861792,3682.175138208,0
273,0,0.181713732,57,0,0.130453416,11666.0,17,0,1,0,1.0,0,0,0,1521.8695510559999,10144.130448944,0
274,0,0.051368557,68,0,0.445277361,4668.0,10,0,1,0,2.0,0,0,0,2078.5547211479998,2589.4452788520002,0
275,0,0.29264536,57,0,0.205927884,26484.0,11,0,2,0,3.0,0,0,0,5453.794079856,21030.205920144,0
276,1,0.220823719,46,1,0.637749121,1705.0,5,0,0,0,0.0,0,0,0,1087.362251305,617.637748695,1
277,0,0.008099838,69,0,0.389895596,8332.0,3,0,1,0,0.0,0,0,0,3248.610105872,5083.389894128,0
278,0,0.0,44,0,0.326383681,6666.0,4,0,2,0,1.0,0,0,0,2175.673617546,4490.326382454,0
279,0,0.006099797,28,0,0.139429485,3750.0,8,0,0,0,0.0,0,0,0,522.86056875,3227.13943125,0
280,0,0.909538698,53,1,0.595653913,7500.0,16,0,1,0,1.0,0,0,0,4467.4043475,3032.5956525,1
281,0,0.941072508,40,0,0.178184282,8855.0,9,0,1,0,0.0,0,0,0,1577.82181711,7277.17818289,0
282,0,0.991667222,36,1,0.554878049,5411.0,10,0,2,0,1.0,0,0,0,3002.4451231390003,2408.5548768609997,1
283,0,0.691488418,42,0,0.272721679,16250.0,11,0,1,0,1.0,0,0,0,4431.7272837499995,11818.272716250001,0
284,0,0.112855258,64,0,0.307576329,2652.0,6,0,1,0,0.0,0,0,0,815.6924245079999,1836.307575492,0
285,0,0.260971034,57,0,5.0,5400.0,16,0,3,0,0.0,1,1,0,27000.0,-21600.0,0
286,0,0.048244493,62,0,0.262879153,16615.0,11,0,1,0,1.0,0,0,0,4367.737127095,12247.262872905001,0
287,0,0.9999999,47,0,0.092163472,9493.0,2,2,0,1,0.0,0,0,0,874.907839696,8618.092160304,3
288,0,0.9999999,62,0,0.0,5480.0,3,0,0,0,0.0,0,0,0,0.0,5480.0,0
289,0,0.074256375,49,0,0.347930414,5000.0,11,0,2,0,3.0,0,0,0,1739.65207,3260.34793,0
290,0,0.144878408,66,0,0.28446242,8900.0,9,0,1,0,0.0,0,0,0,2531.715538,6368.284462,0
291,0,0.191001932,54,0,0.705627706,5081.0,10,0,2,0,2.0,0,0,0,3585.294374186,1495.705625814,0
292,0,0.219382879,56,1,5.0,5400.0,9,0,1,0,1.0,1,0,0,27000.0,-21600.0,1
293,0,0.679813777,83,0,0.689589756,4216.0,6,0,2,0,0.0,0,0,0,2907.3104112960004,1308.6895887039996,0
294,0,2.0,45,0,0.339332853,8333.0,7,0,2,0,2.0,0,0,0,2827.660664049,5505.339335951,0
295,0,0.371875401,29,0,0.53628857,2300.0,9,0,1,0,3.0,0,0,0,1233.4637109999999,1066.5362890000001,0
296,0,0.025856408,67,0,0.083799311,13054.0,13,0,1,0,0.0,0,0,0,1093.916205794,11960.083794206,0
297,0,0.547887778,29,1,0.24651504,2725.0,5,0,0,1,0.0,0,0,0,671.753484,2053.246516,2
298,0,0.271668778,46,1,0.282830201,15800.0,14,0,2,0,4.0,0,0,0,4468.7171758,11331.2828242,1
299,0,0.085152475,25,0,5.0,0.0,5,0,0,0,0.0,0,0,0,0.0,0.0,0
300,0,0.897203427,68,0,0.787803049,4000.0,8,0,2,0,0.0,0,0,0,3151.212196,848.787804,0
301,0,0.25889775,33,0,0.537441339,4900.0,3,0,1,0,1.0,0,0,0,2633.4625611,2266.5374389,0
302,0,0.0,55,1,0.03988553,5590.0,8,0,0,0,0.0,0,0,0,222.96011270000002,5367.0398873,1
303,0,0.035940506,46,0,0.271186441,6666.0,10,0,1,0,3.0,0,0,0,1807.728815706,4858.271184294,0
304,0,0.9999999,66,0,0.046633911,11600.0,2,0,0,0,1.0,0,0,0,540.9533676,11059.0466324,0
305,0,0.465238835,66,0,0.391427671,3172.0,8,1,1,0,0.0,0,0,0,1241.6085724119998,1930.3914275880002,1
306,0,0.865423051,48,0,0.075848303,500.0,1,0,0,0,0.0,0,0,0,37.9241515,462.0758485,0
307,0,0.696411671,52,0,0.408871921,11000.0,11,0,1,0,4.0,0,0,0,4497.591131,6502.408869,0
308,0,0.544497658,32,1,0.166766647,6667.0,5,1,0,0,0.0,0,0,0,1111.833235549,5555.166764451,2
309,0,0.081238383,51,0,0.066830086,7750.0,14,0,0,0,2.0,0,0,0,517.9331665,7232.0668335,0
310,0,0.948762809,27,0,0.144948404,4166.0,5,0,0,0,0.0,0,0,0,603.855051064,3562.144948936,0
311,0,0.0,32,2,0.463610776,7460.0,10,0,1,1,0.0,0,0,0,3458.53638896,4001.46361104,3
312,0,0.016598893,30,0,0.136575616,1500.0,5,0,0,0,0.0,0,0,0,204.863424,1295.1365759999999,0
313,0,0.063329564,37,0,0.329935275,6179.0,6,0,1,0,3.0,0,0,0,2038.6700642249998,4140.329935775,0
314,0,0.093638481,49,0,0.042836573,8333.0,10,0,0,0,1.0,0,0,0,356.957162809,7976.042837191,0
315,0,0.0,37,0,0.184027338,7900.0,5,0,1,0,5.0,0,0,0,1453.8159702,6446.1840298,0
316,0,0.730271957,36,1,0.632794037,5500.0,10,0,2,0,0.0,0,0,0,3480.3672035,2019.6327965,1
317,0,0.426371142,62,1,0.406053995,3666.0,15,0,1,0,0.0,0,0,0,1488.59394567,2177.40605433,1
318,0,0.948978489,57,0,0.043744532,8000.0,3,0,0,0,1.0,0,0,0,349.956256,7650.043744,0
319,0,0.0,59,0,0.0,4200.0,7,0,0,0,1.0,0,0,0,0.0,4200.0,0
320,0,1.00264667,38,2,0.472542946,3550.0,8,1,0,1,4.0,0,0,0,1677.5274583,1872.4725417,4
321,0,0.0164781,92,0,5.0,5400.0,3,0,0,0,0.0,1,0,0,27000.0,-21600.0,0
322,0,0.042606843,58,0,5.0,5400.0,13,0,3,0,0.0,1,0,0,27000.0,-21600.0,0
323,0,0.022890604,37,0,0.288477299,6100.0,16,0,1,0,0.0,0,0,0,1759.7115239000002,4340.2884761,0
324,0,0.283821988,63,0,0.750200803,1244.0,9,0,0,0,0.0,0,0,0,933.2497989320001,310.7502010679999,0
325,0,0.319779462,32,0,1.247340213,12500.0,12,0,8,0,0.0,0,0,0,15591.7526625,-3091.752662499999,0
326,0,0.155240525,52,0,0.483518065,6946.0,15,0,2,0,1.0,0,0,0,3358.51647949,3587.48352051,0
327,0,0.013115183,43,0,5.0,0.0,21,0,2,0,2.0,0,0,0,0.0,0.0,0
328,0,0.067259209,29,1,0.168340507,2090.0,3,0,0,0,0.0,0,0,0,351.83165963,1738.16834037,1
329,0,0.284236153,45,1,0.318890815,7500.0,9,0,1,0,2.0,0,0,0,2391.6811125,5108.3188875,1
330,0,0.727560021,38,0,0.712458746,2423.0,6,0,1,0,1.0,0,0,0,1726.2875415580002,696.7124584419998,0
331,0,0.687779097,62,0,0.249471161,7090.0,15,0,0,0,0.0,0,0,0,1768.75053149,5321.24946851,0
332,0,0.9999999,29,0,0.0,5400.0,0,0,0,0,0.0,1,0,0,0.0,5400.0,0
333,0,0.033708851,41,0,0.408706353,6500.0,9,0,1,0,2.0,0,0,0,2656.5912945,3843.4087055,0
334,0,0.0,29,0,0.193935355,3000.0,7,0,0,0,0.0,0,0,0,581.806065,2418.1939350000002,0
335,1,0.03719769,47,0,0.03975841,25000.0,11,0,1,0,3.0,0,0,0,993.96025,24006.03975,0
336,0,0.0,55,1,0.388320836,4400.0,4,0,2,0,1.0,0,0,0,1708.6116784,2691.3883216,1
337,0,0.053589282,87,0,0.001534331,5213.0,4,0,0,0,0.0,0,0,0,7.9984675030000005,5205.001532497,0
338,0,0.100773109,41,0,0.199761673,9230.0,7,0,1,0,0.0,0,0,0,1843.80024179,7386.19975821,0
339,0,0.0,61,0,1.394967177,913.0,11,0,2,0,0.0,0,0,0,1273.605032601,-360.60503260099995,0
340,0,0.399946674,28,0,0.189702574,4000.0,6,0,0,0,1.0,0,0,0,758.8102960000001,3241.189704,0
341,0,0.052653171,43,0,0.572292191,1984.0,9,0,0,0,4.0,0,0,0,1135.427706944,848.572293056,0
342,0,0.072318616,71,0,0.426412462,4300.0,8,0,2,0,1.0,0,0,0,1833.5735866,2466.4264134,0
343,0,0.203959597,46,0,0.072914726,16100.0,6,0,1,0,2.0,0,0,0,1173.9270886,14926.0729114,0
344,0,0.9999999,30,0,0.090341011,5600.0,1,0,0,0,0.0,0,0,0,505.9096616,5094.0903384,0
345,1,0.880370887,43,0,0.461323764,7523.0,6,0,1,0,1.0,0,0,0,3470.538676572,4052.461323428,0
346,0,0.429246267,59,0,0.381254316,15928.0,17,0,1,0,1.0,0,0,0,6072.618745248,9855.381254752,0
347,0,0.0,47,0,5.0,5400.0,2,0,1,0,1.0,1,0,0,27000.0,-21600.0,0
348,0,0.049529205,61,0,5.0,5400.0,15,0,0,0,0.0,1,0,0,27000.0,-21600.0,0
349,0,0.360907571,72,0,0.356679286,3697.0,6,0,1,0,0.0,0,0,0,1318.643320342,2378.356679658,0
350,0,0.335737457,50,0,0.45722203,5773.0,9,0,1,0,1.0,0,0,0,2639.54277919,3133.45722081,0
351,1,0.635720859,68,1,0.218071277,25000.0,27,0,3,0,0.0,0,0,0,5451.781925,19548.218075,1
352,0,0.0,58,0,5.0,5400.0,20,0,5,0,0.0,1,0,0,27000.0,-21600.0,0
353,0,0.507972665,69,2,0.193935355,3000.0,10,2,0,2,0.0,0,0,0,581.806065,2418.1939350000002,6
354,0,0.245841666,71,0,5.0,5400.0,5,0,0,0,0.0,1,0,0,27000.0,-21600.0,0
355,1,0.953343701,48,2,5.0,5400.0,5,1,2,2,0.0,1,0,0,27000.0,-21600.0,5
356,0,0.9999999,37,0,0.184625639,4500.0,2,0,0,0,1.0,0,0,0,830.8153755000001,3669.1846244999997,0
357,0,0.118853837,50,0,5.0,5400.0,7,0,1,0,2.0,1,0,0,27000.0,-21600.0,0
358,0,0.630073985,38,0,0.563328034,1886.0,3,0,1,0,0.0,0,0,0,1062.4366721239999,823.5633278760001,0
359,0,0.9999999,35,0,5.0,5400.0,1,0,1,0,0.0,1,0,0,27000.0,-21600.0,0
360,0,0.028423247,59,0,0.033982276,14330.0,12,0,1,0,0.0,0,0,0,486.96601508,13843.03398492,0
361,0,0.143427862,67,0,0.119463561,5666.0,9,0,0,0,0.0,0,0,0,676.880536626,4989.119463374,0
362,0,0.186682782,30,0,0.698120752,2500.0,7,0,2,0,2.0,0,0,0,1745.30188,754.69812,0
363,0,0.496388581,56,0,0.170164956,19580.0,12,0,1,0,1.0,0,0,0,3331.82983848,16248.17016152,0
364,0,0.457526639,51,0,0.333583302,8000.0,16,0,2,0,2.0,0,0,0,2668.666416,5331.333584,0
365,0,0.728218119,40,1,5.0,5400.0,10,0,2,0,0.0,1,0,0,27000.0,-21600.0,1
366,0,0.947264856,28,0,0.467171717,1187.0,4,0,0,0,0.0,0,0,0,554.532828079,632.467171921,0
367,0,0.013916922,54,0,0.017655818,4700.0,7,0,0,0,2.0,0,0,0,82.9823446,4617.0176554,0
368,0,0.066347297,46,1,5.0,5400.0,6,0,2,0,0.0,1,0,0,27000.0,-21600.0,1
369,0,0.502958087,57,0,5.0,5400.0,5,0,2,0,0.0,1,0,0,27000.0,-21600.0,0
370,0,1.047495906,35,2,0.314566116,3871.0,8,0,2,1,3.0,0,0,0,1217.685435036,2653.314564964,3
371,0,0.012586354,79,0,0.009596162,2500.0,11,0,0,0,0.0,0,0,0,23.990405,2476.009595,0
372,0,0.543445655,46,0,0.267146571,5000.0,6,0,2,0,3.0,0,0,0,1335.732855,3664.267145,0
373,0,0.026580302,79,0,5.0,5400.0,7,0,1,0,0.0,1,0,0,27000.0,-21600.0,0
374,0,0.082317351,64,0,0.214426305,8636.0,29,0,1,0,1.0,0,0,0,1851.78556998,6784.21443002,0
375,0,0.292541492,74,0,0.164917541,2000.0,3,0,0,0,0.0,0,0,0,329.835082,1670.164918,0
376,0,0.024240472,64,0,0.101514142,10500.0,20,0,1,0,0.0,0,0,0,1065.898491,9434.101509,0
377,0,0.047650102,63,0,0.387956894,9000.0,6,0,2,0,0.0,0,0,0,3491.612046,5508.387954,0
378,1,0.739146488,63,1,0.285156885,6150.0,12,0,0,0,1.0,0,0,0,1753.7148427500001,4396.28515725,1
379,0,0.186890655,54,0,0.655589124,3640.0,7,0,1,0,1.0,0,0,0,2386.34441136,1253.6555886400001,0
380,0,0.007501937,63,0,0.278226307,8050.0,13,0,2,0,3.0,0,0,0,2239.72177135,5810.2782286500005,0
381,0,0.522314625,45,0,0.290229092,14491.0,13,0,1,0,3.0,0,0,0,4205.709772172,10285.290227828,0
382,0,0.9999999,22,0,5.0,5400.0,0,0,0,0,0.0,1,1,0,27000.0,-21600.0,0
383,0,0.571604587,66,0,5.0,5400.0,12,0,0,0,0.0,1,1,0,27000.0,-21600.0,0
384,0,0.903231566,57,0,0.13080895,5228.0,10,0,0,0,0.0,0,0,0,683.8691906,4544.1308094,0
385,0,0.017043518,43,0,0.10821382,2300.0,6,0,0,0,1.0,0,0,0,248.891786,2051.108214,0
386,0,0.060733396,61,0,0.008549573,20000.0,8,0,0,0,0.0,0,0,0,170.99146,19829.00854,0
387,0,0.000582648,54,0,5.0,5400.0,13,0,1,0,1.0,1,0,0,27000.0,-21600.0,0
388,0,0.003894686,90,0,5.0,5400.0,11,0,1,0,0.0,1,0,0,27000.0,-21600.0,0
389,0,0.250008365,60,0,2.086478612,7550.0,26,0,0,0,0.0,0,0,0,15752.913520600001,-8202.913520600001,0
390,0,0.466334165,34,2,0.007495315,3201.0,3,0,0,0,0.0,0,0,0,23.992503315,3177.007496685,2
391,0,0.114588541,38,0,5.0,5400.0,2,0,0,0,0.0,1,0,0,27000.0,-21600.0,0
392,0,0.9999999,60,0,0.0,4200.0,0,0,0,0,0.0,0,0,0,0.0,4200.0,0
393,0,0.267905614,76,0,0.285452994,8200.0,12,0,0,0,0.0,0,0,0,2340.7145508000003,5859.2854492,0
394,0,0.029694361,76,0,0.070513488,9600.0,7,0,0,0,2.0,0,0,0,676.9294848,8923.070515200001,0
395,0,0.305246317,39,0,0.188281635,10154.0,6,0,1,0,2.0,0,0,0,1911.81172179,8242.18827821,0
396,0,0.000685675,83,0,0.0,5400.0,4,0,0,0,0.0,1,0,0,0.0,5400.0,0
397,0,0.702493864,63,0,0.582162622,4697.0,8,0,2,0,1.0,0,0,0,2734.417835534,1962.582164466,0
398,0,0.742436041,52,0,0.414081023,9700.0,10,0,2,0,0.0,0,0,0,4016.5859231,5683.4140769000005,0
399,1,0.802417179,58,1,5.0,5400.0,5,1,0,0,0.0,1,0,0,27000.0,-21600.0,2
400,0,0.9999999,42,1,0.113421853,6250.0,3,3,0,1,2.0,0,0,0,708.8865812500001,5541.11341875,5
401,0,0.134191514,63,0,5.0,1.0,9,0,1,0,0.0,0,0,0,5.0,-4.0,0
402,0,0.002556199,58,0,0.115826132,7752.0,17,0,0,0,2.0,0,0,0,897.884175264,6854.115824736,0
403,0,0.088845558,62,0,0.073772011,5394.0,5,0,0,0,0.0,0,0,0,397.926227334,4996.073772666,0
404,0,0.203947961,46,1,1.206516118,5800.0,12,1,4,0,2.0,0,0,0,6997.793484399999,-1197.7934843999992,2
405,0,0.006666097,27,0,0.000268637,7444.0,5,0,0,0,0.0,0,0,0,1.999733828,7442.000266172,0
406,0,0.014049649,27,0,0.352214765,3724.0,4,0,1,0,1.0,0,0,0,1311.64778486,2412.35221514,0
407,0,0.9999999,35,1,0.092985318,3064.0,1,0,0,0,3.0,0,0,0,284.907014352,2779.092985648,1
408,0,0.368866624,55,0,0.437996083,9700.0,18,0,2,0,0.0,0,0,0,4248.5620051,5451.4379949,0
409,0,0.054553316,73,0,0.043259135,16666.0,13,0,0,0,0.0,0,0,0,720.95674391,15945.04325609,0
410,0,0.179487766,51,0,0.492529978,10173.0,19,0,4,0,0.0,0,0,0,5010.507466194,5162.492533806,0
411,0,0.026885902,36,0,0.344879921,11200.0,6,0,2,0,2.0,0,0,0,3862.6551151999997,7337.344884800001,0
412,0,0.265705207,56,0,0.259102536,31666.0,8,0,3,0,1.0,0,0,0,8204.740904975999,23461.259095024,0
413,0,0.0,59,0,5.0,5400.0,13,0,2,0,0.0,1,1,0,27000.0,-21600.0,0
414,0,0.011847989,49,0,5.0,5400.0,12,0,1,0,0.0,1,0,0,27000.0,-21600.0,0
415,0,0.07083751,64,0,0.255290785,6000.0,6,0,0,0,1.0,0,0,0,1531.7447100000002,4468.25529,0
416,0,0.030996074,56,0,0.131430952,4800.0,11,0,1,0,0.0,0,0,0,630.8685696,4169.1314304,0
417,0,0.144914011,37,0,0.045366363,6700.0,5,0,0,0,0.0,0,0,0,303.9546321,6396.0453679,0
418,0,0.353017659,48,0,1.299736021,4166.0,17,0,1,0,1.0,0,0,0,5414.700263486,-1248.700263486,0
419,0,0.020074662,36,0,0.334245422,4750.0,5,0,1,0,0.0,0,0,0,1587.6657545,3162.3342455,0
420,0,0.032769199,70,0,5.0,5400.0,11,0,1,0,0.0,1,0,0,27000.0,-21600.0,0
421,1,0.733885463,49,2,0.369223765,8785.0,20,0,2,0,2.0,0,0,0,3243.630775525,5541.369224475,2
422,0,0.063514422,57,0,5.0,1.0,12,0,2,0,0.0,0,0,0,5.0,-4.0,0
423,0,0.03157211,39,0,0.644706486,3900.0,14,0,1,0,1.0,0,0,0,2514.3552954,1385.6447045999998,0
424,1,0.991502124,61,10,1.2979007,3000.0,11,2,3,5,1.0,0,0,0,3893.7021,-893.7021,17
425,0,0.397702982,38,0,0.41627543,5750.0,6,0,1,0,2.0,0,0,0,2393.5837225,3356.4162775,0
426,0,0.971352432,24,0,0.035803497,1200.0,3,0,0,0,0.0,0,0,0,42.9641964,1157.0358036,0
427,0,0.9999999,33,0,5.0,5400.0,3,0,1,0,0.0,1,0,0,27000.0,-21600.0,0
428,0,0.0,73,0,0.386728192,4550.0,18,0,0,0,0.0,0,0,0,1759.6132736000002,2790.3867264,0
429,0,0.9999999,79,0,0.130140954,5178.0,6,0,1,0,0.0,0,0,0,673.8698598120001,4504.130140188,0
430,0,0.003851709,81,0,0.000822143,3648.0,1,0,0,0,1.0,0,0,0,2.999177664,3645.000822336,0
431,0,0.010887967,55,0,0.725137431,2000.0,7,0,2,0,0.0,0,0,0,1450.2748620000002,549.7251379999998,0
432,0,0.686083014,57,0,0.16069592,11667.0,6,1,1,0,2.0,0,0,0,1874.83929864,9792.16070136,1
433,0,0.212464485,58,0,0.518991188,3290.0,10,0,1,0,1.0,0,0,0,1707.48100852,1582.51899148,0
434,0,0.006956358,52,0,0.003278689,2439.0,4,0,0,0,0.0,0,0,0,7.996722471,2431.003277529,0
435,0,0.073251754,51,0,0.446688128,10250.0,9,0,1,0,2.0,0,0,0,4578.553312,5671.446688,0
436,0,0.431904058,63,0,0.41905226,8208.0,22,1,2,0,0.0,0,0,0,3439.58095008,4768.419049919999,1
437,0,0.006999563,97,0,3.0,5400.0,2,0,0,0,0.0,1,1,0,16200.0,-10800.0,0
438,0,0.014310431,56,0,5.0,5400.0,2,0,0,0,0.0,1,0,0,27000.0,-21600.0,0
439,0,0.026944485,41,0,0.686736475,4583.0,8,0,3,0,0.0,0,0,0,3147.313264925,1435.686735075,0
440,0,0.297094601,43,1,0.603763294,3666.0,9,0,1,0,2.0,0,0,0,2213.396235804,1452.6037641960002,1
441,0,0.316064767,56,0,5.0,5400.0,3,0,1,0,0.0,1,0,0,27000.0,-21600.0,0
442,0,0.0,59,0,5.0,5400.0,2,0,1,0,0.0,1,0,0,27000.0,-21600.0,0
443,0,0.922670104,40,0,0.207789429,9345.0,7,0,0,0,0.0,0,0,0,1941.792214005,7403.207785995,0
444,0,0.051077957,74,0,0.306409131,3416.0,9,0,1,0,0.0,0,0,0,1046.693591496,2369.306408504,0
445,0,0.319190816,49,0,0.358153388,9400.0,18,0,2,0,0.0,0,0,0,3366.6418472,6033.3581527999995,0
446,0,0.008737352,68,0,0.209965006,6000.0,28,0,1,0,0.0,0,0,0,1259.790036,4740.209964,0
447,0,0.0,57,0,0.785229953,6783.0,8,0,3,0,0.0,0,0,0,5326.214771199,1456.785228801,0
448,0,0.243674266,48,0,0.179979778,8900.0,10,0,1,0,6.0,0,0,0,1601.8200242,7298.1799758,0
449,0,0.9999999,40,1,0.19170579,3833.0,3,2,0,0,2.0,0,0,0,734.80829307,3098.19170693,3
450,0,0.0,23,0,0.0,3500.0,1,0,0,0,1.0,0,0,0,0.0,3500.0,0
451,0,0.028910707,52,0,0.013543599,5389.0,7,0,0,0,2.0,0,0,0,72.986455011,5316.013544989,0
452,0,0.03423863,48,0,5.0,5400.0,3,0,1,0,0.0,1,0,0,27000.0,-21600.0,0
453,0,0.50329934,55,0,0.454057468,3166.0,5,0,2,0,0.0,0,0,0,1437.545943688,1728.454056312,0
454,0,0.799981673,61,3,0.671076012,5064.0,19,0,3,1,0.0,0,0,0,3398.328924768,1665.671075232,4
455,0,0.069987933,33,0,0.114004783,3762.0,7,0,0,0,0.0,0,0,0,428.885993646,3333.114006354,0
456,0,0.067901335,69,0,0.065493451,10000.0,5,0,1,0,0.0,0,0,0,654.9345099999999,9345.06549,0
457,0,0.740635161,39,0,0.432010059,5566.0,7,0,1,0,0.0,0,0,0,2404.567988394,3161.432011606,0
458,0,0.023382944,84,0,0.00912845,4600.0,6,0,0,0,0.0,0,0,0,41.99087,4558.00913,0
459,0,0.9999999,32,2,0.095584668,2060.0,1,0,0,0,0.0,0,0,0,196.90441608,1863.09558392,2
460,0,0.003625197,78,0,5.0,5400.0,8,0,1,0,0.0,1,1,0,27000.0,-21600.0,0
461,0,0.092287617,61,0,0.229436075,7500.0,23,0,2,0,2.0,0,0,0,1720.7705624999999,5779.2294375,0
462,0,0.0,37,0,0.177007047,7236.0,5,0,1,0,3.0,0,0,0,1280.822992092,5955.177007908,0
463,0,0.9999999,33,1,0.257707218,5416.0,2,2,1,0,1.0,0,0,0,1395.7422926880001,4020.257707312,3
464,0,0.057867667,81,0,0.145685279,3939.0,13,0,0,0,0.0,0,0,0,573.854313981,3365.145686019,0
465,0,0.07807727,60,0,0.566105156,3917.0,14,0,1,0,2.0,0,0,0,2217.433896052,1699.566103948,0
466,0,0.201943642,46,0,0.394460554,10000.0,15,0,2,0,3.0,0,0,0,3944.60554,6055.3944599999995,0
467,0,0.077958915,57,0,0.053530226,6500.0,19,0,0,0,0.0,0,0,0,347.946469,6152.053531,0
468,0,0.205676486,57,0,0.130309575,8333.0,8,0,1,0,0.0,0,0,0,1085.8696884750002,7247.130311524999,0
469,1,0.9999999,32,0,0.006731051,3416.0,1,0,0,0,3.0,0,0,0,22.993270216,3393.006729784,0
470,1,0.57985084,42,0,0.594224361,2700.0,8,0,0,0,0.0,0,0,0,1604.4057747,1095.5942253,0
471,0,0.073393457,38,1,0.384761524,10000.0,9,0,2,0,0.0,0,0,0,3847.61524,6152.38476,1
472,0,0.079178219,82,0,0.176964607,5000.0,3,0,1,0,0.0,0,0,0,884.823035,4115.176965,0
473,0,0.073123172,33,0,0.216405216,5290.0,9,0,0,0,0.0,0,0,0,1144.78359264,4145.21640736,0
